id,source,timestamp,url,language,title,original_length,cleaned_length,cleaned_text
sla_land_sales_20250921,government_sla,2025-09-21T17:25:26.219794,https://www.sla.gov.sg/properties/land-sales-and-lease-management/,en,Land Sales and Lease Management,1896,58,Land Sales and Lease Management | Singapore Land Authority
